cCRE File,Biosample Slim,Biosample type,Organ,Biosample summary + donor,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig,Experiment,BigWig
ENCFF928LBS_ENCFF659XPV.bed.gz,adrenal gland,tissue,adrenal gland; endocrine gland,Homo_sapiens_adrenal_gland_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR234YIU,ENCFF928LBS,ENCSR405ESP,ENCFF659XPV,---,---
ENCFF678USC_ENCFF735UKH.bed.gz,adrenal gland,tissue,adrenal gland; endocrine gland,Homo_sapiens_adrenal_gland_tissue_male_embryo_97_days_ENCDO826VAK,---,---,ENCSR715KGX,ENCFF678USC,ENCSR847AIA,ENCFF735UKH,---,---
ENCFF978EHV_ENCFF941TND.bed.gz,small intestine,tissue,intestine; small intestine,Homo_sapiens_small_intestine_tissue_male_embryo_108_days_ENCDO119ASK,---,---,ENCSR237QFJ,ENCFF978EHV,ENCSR892XFG,ENCFF941TND,---,---
ENCFF425FMW.bed.gz,duodenal mucosa,tissue,intestine; small intestine,Homo_sapiens_duodenal_mucosa_tissue_male_adult_76_years_ENCDO889KES,---,---,ENCSR149XIH,ENCFF425FMW,---,---,---,---
ENCFF720HFS_ENCFF522YPN_ENCFF311FLH.bed.gz,heart left ventricle,tissue,heart,Homo_sapiens_heart_left_ventricle_tissue_female_adult_51_years_ENCDO271OUW,---,---,ENCSR181ATL,ENCFF720HFS,ENCSR702OVJ,ENCFF522YPN,ENCSR718SDR,ENCFF311FLH
ENCFF238MHL.bed.gz,subcutaneous abdominal adipose tissue,tissue,adipose tissue; connective tissue,Homo_sapiens_subcutaneous_abdominal_adipose_tissue_tissue_nuclear_fraction_female_adult_81_years_ENCDO120UGO,---,---,ENCSR294PQF,ENCFF238MHL,---,---,---,---
ENCFF359NSV_ENCFF263PCC.bed.gz,IgD-negative memory B cell,primary cell,blood; bodily fluid,Homo_sapiens_with_multiple_sclerosis_IgD-negative_memory_B_cell_ENCDO553CCA,---,---,ENCSR923EGO,ENCFF359NSV,ENCSR538URI,ENCFF263PCC,---,---
ENCFF722IPW_ENCFF980FUE.bed.gz,right cardiac atrium,tissue,heart,Homo_sapiens_right_cardiac_atrium_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR548LZS,ENCFF722IPW,ENCSR074ECR,ENCFF980FUE,---,---
ENCFF392GLN_ENCFF311WDO.bed.gz,"CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_with_multiple_sclerosis_CD8-positive,_alpha-beta_memory_T_cell_ENCDO157PKH",---,---,ENCSR516CKJ,ENCFF392GLN,ENCSR458TOW,ENCFF311WDO,---,---
ENCFF581DIL_ENCFF124NOK.bed.gz,muscle of trunk,tissue,musculature of body,Homo_sapiens_muscle_of_trunk_tissue_female_embryo_115_days_ENCDO708NQU,---,---,ENCSR714SGY,ENCFF581DIL,ENCSR775FTU,ENCFF124NOK,---,---
ENCFF165UJO_ENCFF183MQW.bed.gz,fibroblast of breast,primary cell,breast,Homo_sapiens_fibroblast_of_breast_female_adult_26_years_ENCDO881IIS,---,---,ENCSR902QIJ,ENCFF165UJO,ENCSR953ULK,ENCFF183MQW,---,---
ENCFF624LJY_ENCFF651QMY.bed.gz,aorta,tissue,arterial blood vessel; blood vessel; vasculature,Homo_sapiens_aorta_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR957BPJ,ENCFF624LJY,ENCSR519CFV,ENCFF651QMY,---,---
ENCFF379NYQ_ENCFF007ZXP.bed.gz,sigmoid colon,tissue,colon; intestine; large intestine,Homo_sapiens_sigmoid_colon_tissue_male_child_3_years_ENCDO478OMA,---,---,ENCSR321SZE,ENCFF379NYQ,ENCSR213SMK,ENCFF007ZXP,---,---
ENCFF719ORU_ENCFF628RBH_ENCFF529SUF.bed.gz,esophagus squamous epithelium,tissue,epithelium; esophagus,Homo_sapiens_esophagus_squamous_epithelium_tissue_male_adult_54_years_ENCDO451RUA,---,---,ENCSR012KZW,ENCFF719ORU,ENCSR463NAD,ENCFF628RBH,ENCSR450FRI,ENCFF529SUF
ENCFF022TOZ_ENCFF900HNB.bed.gz,lung,tissue,lung,Homo_sapiens_lung_tissue_male_child_3_years_ENCDO478OMA,---,---,ENCSR500GXT,ENCFF022TOZ,ENCSR550WUX,ENCFF900HNB,---,---
ENCFF977OWA_ENCFF594SKK.bed.gz,"activated naive CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_activated_CD8-positive,_naive_alpha-beta_T_cell_ENCDO930DIF",---,---,ENCSR579NKR,ENCFF977OWA,ENCSR168WMQ,ENCFF594SKK,---,---
ENCFF672CVM_ENCFF638FPK.bed.gz,motor neuron,in vitro differentiated cells,brain; spinal cord,Homo_sapiens_from_a_donor_with_amyotrophic_lateral_sclerosis_motor_neuron_ENCDO272LDF,---,---,ENCSR503HWR,ENCFF672CVM,ENCSR425FUS,ENCFF638FPK,---,---
ENCFF181HLF_ENCFF477FDT_ENCFF245FMZ.bed.gz,uterus,tissue,uterus,Homo_sapiens_uterus_tissue_female_adult_51_years_ENCDO271OUW,---,---,ENCSR743GCE,ENCFF181HLF,ENCSR189JIH,ENCFF477FDT,ENCSR798NVH,ENCFF245FMZ
ENCFF187WMV_ENCFF948AUZ_ENCFF295PXU.bed.gz,spleen,tissue,immune organ; spleen,Homo_sapiens_spleen_tissue_male_adult_54_years_ENCDO451RUA,---,---,ENCSR377ILM,ENCFF187WMV,ENCSR593INW,ENCFF948AUZ,ENCSR028YEV,ENCFF295PXU
ENCFF807SHG_ENCFF503ZDS.bed.gz,T-helper 1 cell,primary cell,blood; bodily fluid,"Homo_sapiens_T-helper_1_cell_male_adult_35_years_treated_with_1_μg/mL_Interleukin-4_antibody_,_30_ng/mL_Interleukin-12_subunit_alpha_,_30_ng/mL_Interleukin-12_subunit_beta_ENCDO374BBL",---,---,ENCSR856YVD,ENCFF807SHG,ENCSR128HUJ,ENCFF503ZDS,---,---
ENCFF157BRH_ENCFF415QNO.bed.gz,"naive thymus-derived CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_with_multiple_sclerosis_naive_thymus-derived_CD8-positive,_alpha-beta_T_cell_ENCDO157PKH",---,---,ENCSR741XAE,ENCFF157BRH,ENCSR348YRH,ENCFF415QNO,---,---
ENCFF577LEK_ENCFF203CVC_ENCFF755CPB.bed.gz,skeletal muscle myoblast,primary cell,musculature of body,Homo_sapiens_skeletal_muscle_myoblast_male_adult_22_years_ENCDO341XKY,---,---,ENCSR000ANK,ENCFF577LEK,ENCSR000ANF,ENCFF203CVC,ENCSR000ANE,ENCFF755CPB
NA.bed.gz,GM12866,cell line,blood; bodily fluid,Homo_sapiens_GM12866_ENCDO000ABQ,---,---,ENCSR000DRG,NA,---,---,---,---
ENCFF837VDG.bed.gz,osteoblast,primary cell,connective tissue,Homo_sapiens_osteoblast_ENCDO834SRG,---,---,ENCSR000ATH,ENCFF837VDG,---,---,---,---
ENCFF175KKW.bed.gz,mononuclear cell,primary cell,blood; bodily fluid,Homo_sapiens_mononuclear_cell_male_ENCDO274AAA,---,---,ENCSR000EXT,ENCFF175KKW,---,---,---,---
ENCFF125WTJ.bed.gz,fibroblast of dermis,primary cell,connective tissue; skin of body,Homo_sapiens_fibroblast_of_dermis_NONE_and_female_adult_ENCDO267AAA,---,---,ENCSR000APR,ENCFF125WTJ,---,---,---,---
ENCFF335ADL.bed.gz,"common myeloid progenitor, CD34-positive",primary cell,bone element; bone marrow,"Homo_sapiens_common_myeloid_progenitor,_CD34-positive_ENCDO908ZKJ",---,---,ENCSR672HWL,ENCFF335ADL,---,---,---,---
ENCFF586WBH_ENCFF395YPE_ENCFF534LXF.bed.gz,esophagus muscularis mucosa,tissue,esophagus; musculature of body,Homo_sapiens_esophagus_muscularis_mucosa_tissue_female_adult_53_years_ENCDO793LXB,---,---,ENCSR607ARN,ENCFF586WBH,ENCSR095YMD,ENCFF395YPE,ENCSR074SFL,ENCFF534LXF
ENCFF068LDW_ENCFF367MFD_ENCFF334OFY.bed.gz,A549,cell line,lung,Homo_sapiens_A549_treated_with_0.02%_ethanol_for_1_hour_ENCDO000AAZ,---,---,ENCSR000ASH,ENCFF068LDW,ENCSR000AUI,ENCFF367MFD,ENCSR000AUF,ENCFF334OFY
ENCFF513OZY.bed.gz,heart,tissue,heart,Homo_sapiens_heart_tissue_male_embryo_91_days_ENCDO375VTO,---,---,ENCSR358RVW,ENCFF513OZY,---,---,---,---
ENCFF009GAZ_ENCFF425YUM_ENCFF804LBC.bed.gz,mammary epithelial cell,primary cell,epithelium; exocrine gland; mammary gland,Homo_sapiens_mammary_epithelial_cell_female_adult_50_years_ENCDO830BUW,---,---,ENCSR000AML,ENCFF009GAZ,ENCSR000ALW,ENCFF425YUM,ENCSR000ALV,ENCFF804LBC
ENCFF981RTA.bed.gz,skeletal muscle satellite cell,primary cell,musculature of body,Homo_sapiens_skeletal_muscle_satellite_cell_female_adult_originated_from_mesodermal_cell_ENCDO243GQK,---,---,ENCSR819HSS,ENCFF981RTA,---,---,---,---
ENCFF431VVA_ENCFF819LAM.bed.gz,IgD-negative memory B cell,primary cell,blood; bodily fluid,Homo_sapiens_with_multiple_sclerosis_IgD-negative_memory_B_cell_ENCDO187BUH,---,---,ENCSR461QMZ,ENCFF431VVA,ENCSR295QZX,ENCFF819LAM,---,---
ENCFF690UGP.bed.gz,"CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD8-positive,_alpha-beta_T_cell_male_adult_28_years_ENCDO273TST",---,---,ENCSR166ZZZ,ENCFF690UGP,---,---,---,---
ENCFF762CST_ENCFF502ALL_ENCFF101RDN.bed.gz,spleen,tissue,immune organ; spleen,Homo_sapiens_spleen_tissue_female_adult_51_years_ENCDO271OUW,---,---,ENCSR589DBF,ENCFF762CST,ENCSR668GBL,ENCFF502ALL,ENCSR482PMN,ENCFF101RDN
ENCFF435JQR_ENCFF985ZFD.bed.gz,motor neuron,in vitro differentiated cells,brain; spinal cord,Homo_sapiens_from_a_donor_with_amyotrophic_lateral_sclerosis_motor_neuron_ENCDO689YDN,---,---,ENCSR595HWK,ENCFF435JQR,ENCSR489LNU,ENCFF985ZFD,---,---
ENCFF772PDE_ENCFF322RWX.bed.gz,esophagus,tissue,esophagus,Homo_sapiens_esophagus_tissue_female_adult_30_years_ENCDO424HVB,---,---,ENCSR697GPO,ENCFF772PDE,ENCSR645SYH,ENCFF322RWX,---,---
ENCFF786QHF.bed.gz,germinal matrix,tissue,brain,Homo_sapiens_germinal_matrix_tissue_male_embryo_20_weeks_ENCDO026HUZ,---,---,ENCSR528QDT,ENCFF786QHF,---,---,---,---
ENCFF941YCV.bed.gz,substantia nigra,tissue,brain,Homo_sapiens_substantia_nigra_tissue_female_adult_75_years_ENCDO871IWW,---,---,ENCSR551QXE,ENCFF941YCV,---,---,---,---
ENCFF651MOI_ENCFF547IQF.bed.gz,IgD-negative memory B cell,primary cell,blood; bodily fluid,Homo_sapiens_IgD-negative_memory_B_cell_ENCDO976NED,---,---,ENCSR790NQG,ENCFF651MOI,ENCSR915ISE,ENCFF547IQF,---,---
ENCFF729ZPF_ENCFF499ZEJ.bed.gz,kidney,tissue,kidney,Homo_sapiens_kidney_tissue_male_adult_67_years_ENCDO620KOS,---,---,ENCSR716YIT,ENCFF729ZPF,ENCSR230BWN,ENCFF499ZEJ,---,---
ENCFF288QMN.bed.gz,skeletal muscle tissue,tissue,musculature of body,Homo_sapiens_skeletal_muscle_tissue_tissue_male_adult_54_years_ENCDO499UKB,---,---,ENCSR346KKE,ENCFF288QMN,---,---,---,---
ENCFF053IVC_ENCFF275OLK.bed.gz,liver,tissue,endocrine gland; exocrine gland; liver,Homo_sapiens_liver_tissue_male_adult_31_years_ENCDO832GKP,---,---,ENCSR458WIH,ENCFF053IVC,ENCSR230IMS,ENCFF275OLK,---,---
ENCFF134OLO_ENCFF902LSI.bed.gz,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD4-positive,_alpha-beta_T_cell_ENCDO194EHQ",---,---,ENCSR098ALO,ENCFF134OLO,ENCSR674VPA,ENCFF902LSI,---,---
ENCFF038ZQI.bed.gz,skeletal muscle tissue,tissue,musculature of body,Homo_sapiens_skeletal_muscle_tissue_tissue_ENCDO654YBK,---,---,ENCSR238LEG,ENCFF038ZQI,---,---,---,---
ENCFF264ASR.bed.gz,endocrine pancreas,tissue,pancreas,Homo_sapiens_endocrine_pancreas_tissue_male_adult_46_years_ENCDO623LNR,---,---,ENCSR438NCW,ENCFF264ASR,---,---,---,---
ENCFF336XON.bed.gz,neutrophil,primary cell,blood; bodily fluid,Homo_sapiens_neutrophil_male_ENCDO978TAT,---,---,ENCSR434AFF,ENCFF336XON,---,---,---,---
ENCFF244FXK_ENCFF422UWB.bed.gz,fibroblast of breast,primary cell,breast,Homo_sapiens_fibroblast_of_breast_female_adult_17_years_ENCDO967GTN,---,---,ENCSR403KAA,ENCFF244FXK,ENCSR579YLO,ENCFF422UWB,---,---
ENCFF910MXI_ENCFF106ZZM.bed.gz,muscle layer of duodenum,tissue,intestine; small intestine,Homo_sapiens_muscle_layer_of_duodenum_tissue_male_adult_59_years_ENCDO858AJQ,---,---,ENCSR264APD,ENCFF910MXI,ENCSR694RCH,ENCFF106ZZM,---,---
ENCFF084BWL_ENCFF156YLW.bed.gz,endodermal cell,in vitro differentiated cells,embryo,Homo_sapiens_endodermal_cell_originated_from_HUES64_ENCDO424FTP,---,---,ENCSR446ZCY,ENCFF084BWL,ENCSR200ETW,ENCFF156YLW,---,---
ENCFF051QIL.bed.gz,germinal matrix,tissue,brain,Homo_sapiens_germinal_matrix_tissue_male_embryo_20_weeks_ENCDO463PIS,---,---,ENCSR575ICR,ENCFF051QIL,---,---,---,---
ENCFF114PLO_ENCFF465FOA.bed.gz,layer of hippocampus,tissue,brain,Homo_sapiens_layer_of_hippocampus_tissue_male_adult_81_years_ENCDO980BZD,---,---,ENCSR956CFX,ENCFF114PLO,ENCSR912TVO,ENCFF465FOA,---,---
ENCFF011PCV_ENCFF455VBG.bed.gz,substantia nigra,tissue,brain,Homo_sapiens_substantia_nigra_tissue_male_adult_81_years_ENCDO980BZD,---,---,ENCSR883QMZ,ENCFF011PCV,ENCSR726WVB,ENCFF455VBG,---,---
ENCFF078XQO.bed.gz,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_naive_thymus-derived_CD4-positive,_alpha-beta_T_cell_ENCDO922CEJ",---,---,ENCSR161XBV,ENCFF078XQO,---,---,---,---
ENCFF438QTX_ENCFF692LNN.bed.gz,cingulate gyrus,tissue,brain,Homo_sapiens_cingulate_gyrus_tissue_male_adult_81_years_ENCDO980BZD,---,---,ENCSR032BMQ,ENCFF438QTX,ENCSR355UYP,ENCFF692LNN,---,---
ENCFF112MIS.bed.gz,stomach smooth muscle,tissue,musculature of body; stomach,Homo_sapiens_stomach_smooth_muscle_tissue_male_adult_59_years_ENCDO884GGM,---,---,ENCSR168PQI,ENCFF112MIS,---,---,---,---
ENCFF709FUJ.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_originated_from_blood_cell_ENCDO966YSM",---,---,ENCSR966QUX,ENCFF709FUJ,---,---,---,---
ENCFF064SWK_ENCFF071JJT.bed.gz,iPS-18a,cell line,skin of body,Homo_sapiens_iPS-18a_ENCDO844VGJ,---,---,ENCSR505JQC,ENCFF064SWK,ENCSR429YAE,ENCFF071JJT,---,---
ENCFF862HHR.bed.gz,muscle layer of colon,tissue,colon; intestine; large intestine,Homo_sapiens_muscle_layer_of_colon_tissue_female_adult_77_years_ENCDO731PNE,---,---,ENCSR943PIR,ENCFF862HHR,---,---,---,---
ENCFF523VVA_ENCFF432RWD_ENCFF937OHJ.bed.gz,middle frontal area 46,tissue,brain,"Homo_sapiens_with_Alzheimer's_disease,_Cognitive_impairment_middle_frontal_area_46_tissue_female_adult_87_years_ENCDO940VNT",---,---,ENCSR538GXY,ENCFF523VVA,ENCSR889TEU,ENCFF432RWD,ENCSR059KXR,ENCFF937OHJ
ENCFF471TIS_ENCFF218ECO.bed.gz,liver,tissue,endocrine gland; exocrine gland; liver,Homo_sapiens_with_nonobstructive_coronary_artery_disease_liver_tissue_male_adult_32_years_ENCDO060AAA,---,---,ENCSR795VEN,ENCFF471TIS,ENCSR458RRZ,ENCFF218ECO,---,---
ENCFF191YWL_ENCFF177VFG.bed.gz,neurosphere,primary cell,,Homo_sapiens_neurosphere_embryo_15_weeks_originated_from_ganglionic_eminence_ENCDO594MAO,---,---,ENCSR103HMP,ENCFF191YWL,ENCSR379WXM,ENCFF177VFG,---,---
ENCFF051JTV_ENCFF650EZM.bed.gz,colonic mucosa,tissue,colon; intestine; large intestine,Homo_sapiens_colonic_mucosa_tissue_female_adult_73_years_ENCDO159WAM,---,---,ENCSR577DVK,ENCFF051JTV,ENCSR327XTS,ENCFF650EZM,---,---
ENCFF162OOB_ENCFF608YXU.bed.gz,subcutaneous abdominal adipose tissue,tissue,adipose tissue; connective tissue,Homo_sapiens_subcutaneous_abdominal_adipose_tissue_tissue_nuclear_fraction_female_adult_49_years_ENCDO622KQK,---,---,ENCSR605NNZ,ENCFF162OOB,ENCSR011MGQ,ENCFF608YXU,---,---
ENCFF548YPZ_ENCFF504BRW.bed.gz,UCSF-4,cell line,embryo,Homo_sapiens_UCSF-4_ENCDO499GAU,---,---,ENCSR595KPI,ENCFF548YPZ,ENCSR656PGJ,ENCFF504BRW,---,---
ENCFF604OZO_ENCFF740UPD.bed.gz,thymus,tissue,endocrine gland; immune organ; thymus,Homo_sapiens_thymus_tissue_female_embryo_110_days_ENCDO711IWZ,---,---,ENCSR308ZMD,ENCFF604OZO,ENCSR776KLS,ENCFF740UPD,---,---
ENCFF003GBT.bed.gz,mucosa of stomach,tissue,stomach,Homo_sapiens_mucosa_of_stomach_tissue_male_adult_59_years_ENCDO895TFL,---,---,ENCSR438BEX,ENCFF003GBT,---,---,---,---
ENCFF755OEB.bed.gz,peripheral blood mononuclear cell,primary cell,blood; bodily fluid,Homo_sapiens_peripheral_blood_mononuclear_cell_male_adult_27_years_ENCDO250QGI,---,---,ENCSR443SLY,ENCFF755OEB,---,---,---,---
ENCFF486KLP.bed.gz,subcutaneous abdominal adipose tissue,tissue,adipose tissue; connective tissue,Homo_sapiens_subcutaneous_abdominal_adipose_tissue_tissue_nuclear_fraction_female_adult_25_years_ENCDO544NAV,---,---,ENCSR703CYD,ENCFF486KLP,---,---,---,---
ENCFF506IHN_ENCFF273JQE.bed.gz,caudate nucleus,tissue,brain,Homo_sapiens_caudate_nucleus_tissue_female_adult_75_years_ENCDO871IWW,---,---,ENCSR486QMV,ENCFF506IHN,ENCSR798RTU,ENCFF273JQE,---,---
ENCFF673DXP_ENCFF707OIS_ENCFF105LYV.bed.gz,parathyroid adenoma,tissue,paraythroid gland,Homo_sapiens_parathyroid_adenoma_tissue_male_adult_62_years_ENCDO952UGS,---,---,ENCSR033OKS,ENCFF673DXP,ENCSR735SLW,ENCFF707OIS,ENCSR780OZE,ENCFF105LYV
ENCFF051GOU_ENCFF284NUP_ENCFF922TZX.bed.gz,gastroesophageal sphincter,tissue,musculature of body; stomach,Homo_sapiens_gastroesophageal_sphincter_tissue_male_adult_54_years_ENCDO451RUA,---,---,ENCSR219QSM,ENCFF051GOU,ENCSR195JWZ,ENCFF284NUP,ENCSR661XNQ,ENCFF922TZX
ENCFF177MAG_ENCFF878HSW.bed.gz,motor neuron,in vitro differentiated cells,brain; spinal cord,Homo_sapiens_from_a_donor_with_amyotrophic_lateral_sclerosis_motor_neuron_ENCDO908CUN,---,---,ENCSR571HAY,ENCFF177MAG,ENCSR540KQC,ENCFF878HSW,---,---
ENCFF645DEG_ENCFF304TYW_ENCFF648LZP.bed.gz,esophagus muscularis mucosa,tissue,esophagus; musculature of body,Homo_sapiens_esophagus_muscularis_mucosa_tissue_male_adult_54_years_ENCDO451RUA,---,---,ENCSR077HGR,ENCFF645DEG,ENCSR705BTW,ENCFF304TYW,ENCSR073TPC,ENCFF648LZP
ENCFF811QOJ_ENCFF329UOR.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_ENCDO922TOC",---,---,ENCSR299XIC,ENCFF811QOJ,ENCSR360IRQ,ENCFF329UOR,---,---
ENCFF044KLK_ENCFF261VFS_ENCFF890GCO.bed.gz,esophagus squamous epithelium,tissue,epithelium; esophagus,Homo_sapiens_esophagus_squamous_epithelium_tissue_female_adult_51_years_ENCDO271OUW,---,---,ENCSR773PIU,ENCFF044KLK,ENCSR204TAU,ENCFF261VFS,ENCSR003SZZ,ENCFF890GCO
ENCFF240SXY_ENCFF697UUG.bed.gz,"CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_with_multiple_sclerosis_CD8-positive,_alpha-beta_memory_T_cell_ENCDO187BUH",---,---,ENCSR231ZZH,ENCFF240SXY,ENCSR787HDF,ENCFF697UUG,---,---
ENCFF175MGD.bed.gz,"CD4-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_memory_T_cell_ENCDO922CEJ",---,---,ENCSR077FZT,ENCFF175MGD,---,---,---,---
ENCFF027TXS_ENCFF101SNA.bed.gz,"CD4-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_memory_T_cell_ENCDO258PRN",---,---,ENCSR657PXQ,ENCFF027TXS,ENCSR041YWB,ENCFF101SNA,---,---
ENCFF440EMT_ENCFF999RBA.bed.gz,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell_ENCDO976NED",---,---,ENCSR069KMA,ENCFF440EMT,ENCSR406RTH,ENCFF999RBA,---,---
ENCFF644MVM_ENCFF316SUQ.bed.gz,heart right ventricle,tissue,heart,Homo_sapiens_heart_right_ventricle_tissue_male_adult_34_years_ENCDO058AAA,---,---,ENCSR791GCO,ENCFF644MVM,ENCSR928HSI,ENCFF316SUQ,---,---
ENCFF677KJI_ENCFF093NHZ.bed.gz,peripheral blood mononuclear cell,primary cell,blood; bodily fluid,Homo_sapiens_peripheral_blood_mononuclear_cell_male_adult_32_years_ENCDO688UPE,---,---,ENCSR368YPC,ENCFF677KJI,ENCSR615HXA,ENCFF093NHZ,---,---
ENCFF027BYQ_ENCFF115FLM.bed.gz,stimulated activated memory B cell,primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_memory_B_cell_male_adult_40_years_treated_with_1_μg/mL_anti-CD40_for_72_hours,_100_ng/mL_Interleukin-4_for_72_hours,_10_μg/mL_anti-IgM_for_72_hours_ENCDO512FEI",---,---,ENCSR563XBT,ENCFF027BYQ,ENCSR157WAJ,ENCFF115FLM,---,---
ENCFF854IJU_ENCFF721FMJ.bed.gz,angular gyrus,tissue,brain,Homo_sapiens_angular_gyrus_tissue_male_adult_81_years_ENCDO980BZD,---,---,ENCSR535XRY,ENCFF854IJU,ENCSR380KOO,ENCFF721FMJ,---,---
ENCFF389LZZ.bed.gz,brain,tissue,brain,Homo_sapiens_brain_tissue_female_embryo_17_weeks_ENCDO981EWY,---,---,ENCSR780FXX,ENCFF389LZZ,---,---,---,---
ENCFF576GES_ENCFF058GFX_ENCFF799HMN.bed.gz,esophagus squamous epithelium,tissue,epithelium; esophagus,Homo_sapiens_esophagus_squamous_epithelium_tissue_female_adult_53_years_ENCDO793LXB,---,---,ENCSR508UPW,ENCFF576GES,ENCSR909UAG,ENCFF058GFX,ENCSR773JBP,ENCFF799HMN
ENCFF158WCY_ENCFF653TLI.bed.gz,"CD4-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD4-positive,_alpha-beta_memory_T_cell_ENCDO688UWB",---,---,ENCSR223APP,ENCFF158WCY,ENCSR724GUS,ENCFF653TLI,---,---
ENCFF825RFP.bed.gz,iPS-18c,cell line,skin of body,Homo_sapiens_iPS-18c_ENCDO844VGJ,---,---,ENCSR792NZO,ENCFF825RFP,---,---,---,---
ENCFF320MFJ_ENCFF401CHO.bed.gz,"stimulated activated effector memory CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_effector_memory_CD8-positive,_alpha-beta_T_cell_male_adult_33_years_treated_with_anti-CD3_and_anti-CD28_coated_beads_for_72_hours,_100_ng/mL_Interleukin-12_subunit_beta_for_72_hours,_100_ng/mL_Interleukin-12_subunit_alpha_for_72_hours_ENCDO830ROH",---,---,ENCSR072ORU,ENCFF320MFJ,ENCSR948CRE,ENCFF401CHO,---,---
ENCFF231KHQ_ENCFF095QCF.bed.gz,layer of hippocampus,tissue,brain,Homo_sapiens_layer_of_hippocampus_tissue_male_adult_73_years_ENCDO636RDE,---,---,ENCSR383AEO,ENCFF231KHQ,ENCSR321LKT,ENCFF095QCF,---,---
ENCFF581ADV.bed.gz,"common myeloid progenitor, CD34-positive",primary cell,bone element; bone marrow,"Homo_sapiens_common_myeloid_progenitor,_CD34-positive_ENCDO930ZLO",---,---,ENCSR045QJH,ENCFF581ADV,---,---,---,---
ENCFF314WYI_ENCFF265UKI.bed.gz,thoracic aorta,tissue,arterial blood vessel; blood vessel; vasculature,Homo_sapiens_thoracic_aorta_tissue_male_adult_54_years_ENCDO451RUA,---,---,ENCSR930HLX,ENCFF314WYI,ENCSR318HUC,ENCFF265UKI,---,---
ENCFF631LYE_ENCFF870HKK.bed.gz,muscle layer of colon,tissue,colon; intestine; large intestine,Homo_sapiens_muscle_layer_of_colon_tissue_female_adult_56_years_ENCDO266YSK,---,---,ENCSR170VSJ,ENCFF631LYE,ENCSR004EKY,ENCFF870HKK,---,---
ENCFF084JUK_ENCFF256VRG.bed.gz,middle frontal area 46,tissue,brain,Homo_sapiens_middle_frontal_area_46_tissue_male_adult_81_years_ENCDO980BZD,---,---,ENCSR401VZL,ENCFF084JUK,ENCSR195CFR,ENCFF256VRG,---,---
ENCFF830VDQ_ENCFF828MOZ.bed.gz,"stimulated activated naive CD8-positive, alpha-beta T cell",primary cell,blood; bodily fluid,"Homo_sapiens_stimulated_activated_naive_CD8-positive,_alpha-beta_T_cell_male_adult_30_years_treated_with_anti-CD3_and_anti-CD28_coated_beads,_10_ng/mL_Interleukin-2_ENCDO166AGR",---,---,ENCSR714MWV,ENCFF830VDQ,ENCSR864RGX,ENCFF828MOZ,---,---
ENCFF929KNV_ENCFF354FYC.bed.gz,kidney,tissue,kidney,Homo_sapiens_kidney_tissue_male_adult_50_years_ENCDO646IOH,---,---,ENCSR100OZR,ENCFF929KNV,ENCSR438SPO,ENCFF354FYC,---,---
ENCFF652KLR.bed.gz,"CD8-positive, alpha-beta memory T cell",primary cell,blood; bodily fluid,"Homo_sapiens_CD8-positive,_alpha-beta_memory_T_cell_ENCDO688UWB",---,---,ENCSR962AKF,ENCFF652KLR,---,---,---,---
ENCFF684OYD.bed.gz,neuron,in vitro differentiated cells,,Homo_sapiens_neuron_originated_from_H9_ENCDO222AAA,---,---,ENCSR314WYC,ENCFF684OYD,---,---,---,---
